nota_fiscal;estabelecimento;pn_fornecedor;descricao_fornecedor;data_fiscal;item;numero_processo;Contrato;status_do_contrato;vencimento;depto_de_compras;quantidade_unidade_estoque;preco_total_linha;cond.pagamento;departamento;família;gestão;curva
27503;VIES;070001726;KINTO BRASIL SERVICOS DE MOBILIDADE;13/02/2025;DCSR99999902;OC0044873;CS0000826;Concluído;31/03/2050;VIESFB;25;25;30 DIAS;;;SUPPLY;A
3673;SRS;070090163;SERMOV COMÉRCIO E LOCAÇÃO DE EMPILH;12/02/2025;DCSR99999918;OC0044867;CS0001015;Concluído;30/09/2026;SRSFAB;1;3200;21 DIAS;MANUFATURA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;
108203;VIES;090010054;VERZANI E SANDRINI LTDA;12/02/2025;DCSR00110203;OC0044667;CS0001046;Ativo;16/04/2027;VIESAD;46022,51;46022,51;45 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
40903;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;11/02/2025;DCSR00070901;OC0044710;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
39657;VIES;070075890;LABORTECHNIC TEC.LTDA - EPP;11/02/2025;DCSR00170901;OC0044814;CS0000824;Ativo;18/06/2026;VIESFB;1;180;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;B
41065;VIES;070090724;W.T.C. TEC. EM TRAT. DE AGUA S/S;11/02/2025;DCSR99999902;OC0044800;CS0001016;Concluído;30/04/2024;VIESFB;1;1350;30 DIAS;;;INDUSTRIAL VIES;B
5;VIES;070091884;VALMIR STOPA;11/02/2025;DCSR00170204;OC0044637;CS0001088;Ativo;22/02/2027;VIESFB;1;23750;30 DIAS;ENGENHARIA INDUSTRIAL;TERCEIROS ;INDUSTRIAL VIES;B
40904;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;11/02/2025;DCSR00070901;OC0044711;CS0000894;Ativo;30/03/2027;SRSFAB;2447,55;2447,55;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
332649;SRS;090090060;CEMIG GERACAO E TRANSMISSAO SA;11/02/2025;DCN999990000;OC0044808;CS0000938;Ativo;31/12/2027;VIESPD;1;171254,1;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
332651;OUROS;090090060;CEMIG GERACAO E TRANSMISSAO SA;11/02/2025;DCN999990000;OC0044810;CS0000938;Ativo;31/12/2027;VIESPD;1;58271,89;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
202529;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;11/02/2025;DCSR00141302;OC0044454;CS0000885;Ativo;15/10/2026;COFAB;21660;21660;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
202528;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;11/02/2025;DCSR00141307;OC0044450;CS0000890;Ativo;15/10/2026;COFAB;2898,55;2898,55;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
202527;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;11/02/2025;DCSR00141305;OC0044457;CS0000868;Ativo;15/10/2026;COFAB;13938,27;13938,27;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
8513;OUROS;090096485;HIDRO T TEC.S.ENERGIA E AGUA;11/02/2025;DCSR00071203;OC0044025;CS0000875;Concluído;31/03/2050;COFAB;1261;1261;30 DIAS;;;;
332664;VIES;090090060;CEMIG GERACAO E TRANSMISSAO SA;11/02/2025;DCN999990000;OC0044809;CS0000938;Ativo;31/12/2027;VIESPD;1;165504,33;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
16788;OUROS;090004731;RN EXTINTORES LTDA.;11/02/2025;DCSR00140102;OC0044679;CS0000892;Ativo;31/03/2050;COFAB;860,3;860,3;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
696387;VIES;090003832;CIA SANEAM.BAS.EST.SP SABESP;11/02/2025;DCN220110000;OC0044807;CS0000915;Ativo;31/12/2027;VIESPD;1;44919,51;30 DIAS;MANUFATURA VIES;ÁGUA E ESGOTO;INDUSTRIAL VIES;C
18113;VIES;090000133;EXTELLPP EQUIP.E EXTINT.LTDA;11/02/2025;DCSR00140102;OC0044819;CS0000662;Ativo;31/03/2050;VIESFB;1;1000;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
2717;VIES;070076264;LAYER UP EDITORIAL LTDA;10/02/2025;DCSR00130402;OC0044767;CS0001014;Ativo;30/06/2027;VIESCN;1;10378,5;30 DIAS;MARKETING;SERVIÇOS PRESTADOS;COMERCIAL;C
1143115;VIES;070001716;DOCUSIGN BRASIL SOLUCOES EM TECNOLO;10/02/2025;DCSR00010303;OC0044714;CS0000960;Ativo;05/09/2026;VIESAD;1;521,97;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
1143118;VIES;070001716;DOCUSIGN BRASIL SOLUCOES EM TECNOLO;10/02/2025;DCSR00010710;OC0044714;CS0000960;Ativo;05/09/2026;VIESAD;1;52,2;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
12152;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;10/02/2025;MG1020035006;OC0044421;CS0000877;Ativo;22/02/2026;COFAB;31224,42;31224,42;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
210191;OUROS;070001516;WAY TELECOMUNICACOES EIRELI;07/02/2025;DCSR99999905;OC0044549;CS0000976;Ativo;31/03/2050;COADM;650;650;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
583411;VIES;070000748;ALSCO TOALHEIRO BRASIL LTDA;07/02/2025;DCSR99999901;OC0044647;CS0000731;Ativo;31/03/2050;VIESFB;1;488,4;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
368879;VIES;090003569;ELEVADORES OTIS LTDA;07/02/2025;DCSR00140104;OC0044645;CS0000735;Ativo;31/03/2050;VIESFB;1;591,63;15 DIAS;MANUFATURA VIES;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;C
37014085;VIES;070001496;NOTRE DAME INTERMEDICA SAUDE S.A.;07/02/2025;DCSR00042202;OC0043409;CS0000934;Concluído;31/03/2050;VIESAD;65732,17;65732,17;30 DIAS;;;ADMINISTRATIVO;A
37885520;VIES;070001496;NOTRE DAME INTERMEDICA SAUDE S.A.;07/02/2025;DCSR00042202;OC0044721;CS0000934;Concluído;31/03/2050;VIESAD;63806,96;63806,96;30 DIAS;;;ADMINISTRATIVO;A
37537349;VIES;070001496;NOTRE DAME INTERMEDICA SAUDE S.A.;07/02/2025;DCSR00042202;OC0044724;CS0000934;Concluído;31/03/2050;VIESAD;3786,07;3786,07;30 DIAS;;;ADMINISTRATIVO;A
430551902;VIES;090004493;AIR PRODUCTS BRASIL LTDA;07/02/2025;DCSR99999901;OC0044643;CS0000828;Ativo;31/03/2050;VIESFB;1;1225,32;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
1197;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;07/02/2025;DCSR00140507;OC0044562;CS0000842;Ativo;04/04/2027;VIESFB;1;1475;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
3291;VIES;070075679;ASSEMET ASS SEG DO TRAB LTDA;07/02/2025;DCSR00040101;OC0044652;CS0000943;Concluído;31/03/2050;VIESAD;1;360;30 DIAS;RECURSOS HUMANOS;SERVIÇOS MEDICOS ;ADMINISTRATIVO;A
702432;OUROS;070091707;UNIMED SUL MINEIRA;07/02/2025;DCSR00042202;OC0044538;CS0001075;Ativo;17/09/2026;COADM;44814,25;44814,25;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
702433;SRS;070091707;UNIMED SUL MINEIRA;07/02/2025;DCSR00042202;OC0044539;CS0001074;Ativo;16/09/2026;SRSADM;174292,91;174292,91;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
103768929;VIES;090002225;TELEFONICA BRASIL S.A;07/02/2025;DCN999999996;OC0044468;CS0000937;Ativo;27/03/2027;VIESAD;3781;3781,46;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
210192;OUROS;070001516;WAY TELECOMUNICACOES EIRELI;07/02/2025;DCSR99999905;OC0044548;CS0000976;Ativo;31/03/2050;COADM;799;799;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
1804;SRS;070091805;SERVIG SERVICOS LTDA;07/02/2025;DCSR00170526;OC0042699;CS0001084;Ativo;23/11/2026;SRSFAB;13451,91;13451,91;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
706064;SRS;070091707;UNIMED SUL MINEIRA;07/02/2025;DCSR00042202;OC0044539;CS0001074;Ativo;16/09/2026;SRSADM;23339,555;23339,56;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
44017;OUROS;090095495;SUL COM DE GAZ E ACESS LTDA ME;07/02/2025;DCSR99999901;OC0044017;CS0000893;Concluído;31/03/2050;COFAB;120;120;30 DIAS;;;INDUSTRIAL SRS;B
706063;OUROS;070091707;UNIMED SUL MINEIRA;07/02/2025;DCSR00042202;OC0044538;CS0001075;Ativo;17/09/2026;COADM;4971,28;4971,28;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
4989;SRS;070076182;KPMG AUDITORES INDEPENDENTES.;07/02/2025;DCSR00171602;OC0038215;CS0000920;Ativo;09/09/2026;SRSADM;22921,53;22921,53;30 DIAS;CONTROLADORIA;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
1186;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;07/02/2025;DCSR00140507;OC0044348;CS0000842;Ativo;04/04/2027;VIESFB;1;800;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
1850;SRS;070091805;SERVIG SERVICOS LTDA;06/02/2025;DCSR00170526;OC0042697;CS0001084;Ativo;23/11/2026;SRSFAB;6698,24;6698,24;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
1850;SRS;070091805;SERVIG SERVICOS LTDA;06/02/2025;DCSR00170526;OC0042697;CS0001084;Ativo;23/11/2026;SRSFAB;60561,33;60561,33;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
1387;SRS;090099910;GARCIA MONACO CONS E PLAN LTDA;06/02/2025;DCSR00070109;OC0044465;CS0000862;Ativo;31/03/2050;SRSFAB;2255;2255;15 DIAS;QSMA;SERVIÇOS JURIDICOS;INDUSTRIAL SRS;B
33384;OUROS;070090584;ATMOSFERA GESTAO E HIGIENIZACAO;06/02/2025;DCSR99999901;OC0043957;CS0001012;Ativo;31/03/2027;COFAB;1;5974,06;30 DIAS;MANUFATURA CO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;B
4158;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;06/02/2025;DCN280421000;OC0044464;CS0001070;Ativo;22/08/2026;SRSFAB;4;1360;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
255;SRS;070001690;VG EMPILHADEIRAS MANUTENCAO MULTIMA;06/02/2025;DCSR99999901;OC0044504;CS0000870;Ativo;31/03/2050;SRSFAB;3900;3900;30 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL SRS;B
15959;SRS;090000716;EGA ENG.AUTOMACAO LTDA;06/02/2025;DCSR00170101;OC0044511;CS0000895;Ativo;31/03/2050;SRSFAB;625,37;625,37;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
4158;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;06/02/2025;DCN290129000;OC0044464;CS0001070;Ativo;22/08/2026;SRSFAB;1;640;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
3341;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;06/02/2025;DCN271110002;OC0044515;CS0000866;Ativo;11/07/2026;SRSFAB;2054;2053,86;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
2596;VIES;070090127;LM Inspeções de Peças Ltda - ME;06/02/2025;DCSR00140113;OC0044088;CS0000906;Concluído;04/09/2025;VIESFB;1;3267;15 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;B
4158;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;06/02/2025;DCN280440000;OC0044464;CS0001070;Ativo;22/08/2026;SRSFAB;2;280;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
243;VIES;070091293;TGR PROJETOS LTDA;06/02/2025;DCSR00130510;OC0044477;CS0001043;Ativo;30/06/2026;VIESFB;1;929,17;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
389325731;VIES;090002225;TELEFONICA BRASIL S.A;06/02/2025;DCN999999996;OC0044293;CS0000937;Ativo;27/03/2027;VIESAD;1300;1299,69;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
2025155;SRS;070076412;GAMA AMBIENTAL LTDA;06/02/2025;DCSR00070901;OC0044466;CS0000899;Concluído;11/03/2026;SRSFAB;4800;4800;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
40879;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;06/02/2025;DCSR00071203;OC0044500;CS0000894;Ativo;30/03/2027;SRSFAB;709,7;709,7;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
1220036;VIES;070001764;TELEFONICA CLOUD E TECNOLOGIA DO BR;06/02/2025;DCN852349903;OC0044467;CS0000924;Ativo;31/12/2026;VIESAD;32852;32851,78;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
2611;VIES;070090127;LM Inspeções de Peças Ltda - ME;06/02/2025;DCSR00140113;OC0044556;CS0000906;Concluído;04/09/2025;VIESFB;1;3267;15 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;B
40880;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;06/02/2025;DCSR00070901;OC0044497;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
6548;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;06/02/2025;DCSR99999908;OC0044529;CS0000696;Ativo;30/06/2026;333ADM;18802,56;18802,56;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
1195;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;06/02/2025;DCSR00140507;OC0044486;CS0000842;Ativo;04/04/2027;VIESFB;1;1030;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
283457;VIES;090002205;ELETROPAULO METROP.ELET.SP S/A;06/02/2025;DCN999990374;OC0044601;CS0000933;Ativo;31/12/2027;VIESPD;1;104437,36;30 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
6547;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;06/02/2025;DCSR99999908;OC0044529;CS0000696;Ativo;30/06/2026;333ADM;48517,85;48517,85;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
12852;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;06/02/2025;DCN271110002;OC0044553;CS0000866;Ativo;11/07/2026;SRSFAB;412;411,73;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
12154;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;06/02/2025;DCN271110002;OC0044503;CS0000866;Ativo;11/07/2026;SRSFAB;891;890,62;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
26572;VIES;070001726;KINTO BRASIL SERVICOS DE MOBILIDADE;05/02/2025;DCSR99999902;OC0043417;CS0000826;Concluído;31/03/2050;VIESFB;10318,32;10318,32;30 DIAS;;;SUPPLY;A
3586;VIES;070065603;TECMES E SERVICOS PRO INF LTDA;05/02/2025;DCSR00010701;OC0044471;CS0000687;Ativo;31/03/2050;VIESFB;476,36;476,36;30 DIAS;ENGENHARIA PRODUTO;SERVIÇOS PRESTADOS;ENGENHARIA  PRODUTO;B
3719196;VIES;090095348;VB SERVICOS COM ADMINIST. LTDA;05/02/2025;DCSR00100501;OC0044376;CS0000953;Ativo;31/03/2050;VIESAD;2168,81;2168,81;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
397966;SRS;070075717;COMPANHIA BRAS SOLUCOES E SERV;05/02/2025;DCSR00100201;OC0044478;CS0000909;Concluído;31/03/2050;SRSADM;42336,4;42336,4;30 DIAS;;;ADMINISTRATIVO;C
577237;SRS;070075717;COMPANHIA BRAS SOLUCOES E SERV;05/02/2025;DCSR00100201;OC0044478;CS0000909;Concluído;31/03/2050;SRSADM;40532;40532;30 DIAS;;;ADMINISTRATIVO;C
44507;SRS;070075893;ANTONIO CESAR DE FARIA JUNIOR;05/02/2025;DCSR99999908;OC0044507;CS0000812;Concluído;31/03/2050;SRSFAB;2950;2950;30 DIAS;RECURSOS HUMANOS;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
